18:29:05.721 ;La;74.00;HC;76;TF;66;
18:29:05.772 ;La;73.90;HC;82;TF;66;
18:29:05.859 ;La;74.10;HC;72;TF;66;
18:29:05.955 ;La;73.90;HC;79;TF;66;
18:29:06.045 ;La;74.10;HC;59;TF;65;
18:29:06.111 ;La;74.30;HC;71;TF;65;
18:29:06.214 ;La;74.20;HC;68;TF;65;
18:29:06.286 ;La;74.10;HC;61;TF;65;
18:29:06.371 ;La;74.30;HC;79;TF;65;
18:29:06.459 ;La;74.30;HC;83;TF;65;
18:29:06.544 ;La;74.70;HC;66;TF;65;
18:29:06.614 ;La;74.90;HC;64;TF;65;
18:29:06.713 ;La;75.40;HC;59;TF;65;
18:29:06.789 ;La;75.90;HC;67;TF;62;
18:29:06.866 ;La;76.30;HC;70;TF;62;
18:29:06.969 ;La;77.00;HC;73;TF;62;
18:29:07.040 ;La;76.50;HC;82;TF;62;
18:29:07.118 ;La;74.80;HC;65;TF;62;
18:29:07.215 ;La;73.50;HC;73;TF;62;
18:29:07.306 ;La;70.70;HC;72;TF;62;
18:29:07.370 ;La;68.50;HC;75;TF;62;
18:29:07.473 ;La;66.40;HC;75;TF;73;
18:29:07.544 ;La;65.60;HC;72;TF;73;
18:29:07.633 ;La;65.40;HC;63;TF;72;
18:29:07.706 ;La;64.90;HC;80;TF;72;
18:29:07.791 ;La;63.20;HC;60;TF;72;
18:29:07.874 ;La;63.40;HC;62;TF;72;
18:29:07.955 ;La;64.20;HC;55;TF;72;
18:29:08.048 ;La;65.40;HC;59;TF;62;
18:29:08.125 ;La;66.90;HC;58;TF;61;
18:29:08.203 ;La;68.10;HC;58;TF;61;
18:29:08.300 ;La;67.30;HC;75;TF;61;
18:29:08.384 ;La;65.10;HC;65;TF;61;
18:29:08.474 ;La;61.20;HC;68;TF;59;
18:29:08.546 ;La;57.10;HC;72;TF;59;
18:29:08.629 ;La;51.80;HC;60;TF;59;
18:29:08.714 ;La;52.80;HC;69;TF;59;
18:29:08.804 ;La;55.20;HC;60;TF;59;
18:29:08.884 ;La;56.50;HC;60;TF;59;
18:29:08.968 ;La;56.00;HC;50;TF;59;
18:29:09.055 ;La;54.90;HC;64;TF;59;
18:29:09.133 ;La;58.10;HC;65;TF;59;
18:29:09.230 ;La;59.50;HC;73;TF;59;
18:29:09.301 ;La;60.00;HC;71;TF;59;
18:29:09.385 ;La;56.90;HC;75;TF;59;
18:29:09.463 ;La;40.80;HC;66;TF;59;
18:29:09.570 ;La;21.30;HC;66;TF;59;
18:29:09.636 ;La;38.30;HC;68;TF;59;
18:29:09.725 ;La;59.60;HC;73;TF;55;
18:29:09.827 ;La;55.00;HC;69;TF;55;
18:29:09.888 ;La;59.40;HC;72;TF;55;
18:29:09.987 ;La;57.80;HC;75;TF;55;
18:29:10.062 ;La;59.70;HC;72;TF;55;
18:29:10.153 ;La;57.00;HC;51;TF;55;
18:29:10.247 ;La;54.50;HC;64;TF;55;
18:29:10.316 ;La;54.90;HC;50;TF;55;
18:29:10.392 ;La;56.60;HC;65;TF;55;
18:29:10.484 ;La;55.80;HC;65;TF;55;
18:29:10.567 ;La;55.30;HC;69;TF;49;
18:29:10.649 ;La;55.40;HC;65;TF;49;
18:29:10.757 ;La;55.80;HC;63;TF;49;
18:29:10.811 ;La;56.20;HC;59;TF;49;
18:29:10.896 ;La;57.30;HC;60;TF;49;
18:29:10.993 ;La;57.20;HC;58;TF;49;
18:29:11.079 ;La;53.70;HC;57;TF;53;
18:29:11.148 ;La;51.30;HC;65;TF;53;
18:29:11.236 ;La;52.60;HC;58;TF;53;
18:29:11.323 ;La;52.30;HC;71;TF;56;
18:29:11.404 ;La;56.60;HC;75;TF;56;
18:29:11.497 ;La;61.40;HC;64;TF;56;
18:29:11.574 ;La;62.90;HC;76;TF;56;
18:29:11.651 ;La;64.10;HC;72;TF;51;
18:29:11.733 ;La;64.20;HC;66;TF;51;
18:29:11.827 ;La;61.70;HC;77;TF;44;
18:29:11.904 ;La;57.60;HC;67;TF;44;
18:29:12.012 ;La;51.50;HC;59;TF;44;
18:29:12.078 ;La;33.10;HC;61;TF;44;
18:29:12.155 ;La;48.90;HC;64;TF;44;
18:29:12.253 ;La;34.90;HC;66;TF;53;
18:29:12.339 ;La;63.40;HC;61;TF;53;
18:29:12.408 ;La;44.10;HC;60;TF;53;
